title,category,summit,description,date,url
Joe Biden anuncia que ya inició tratamiento contra el cáncer de próstata,EEUU,"El diagnóstico fue anunciado oficialmente el pasado 18 de mayo, cuando se informó que Biden padecía un cáncer de próstata en estado agresivo.","El expresidente de Estados Unidos, Joe Biden, confirmó este viernes que ya ha comenzado su tratamiento contra un agresivo cáncer de próstata y que las expectativas médicas son favorables.En un discurso ofrecido en Delaware, en honor a los caídos en guerra, Biden, de 82 años, afirmó que el pronóstico “es bueno” y que se siente “bien”. “Estamos trabajando en todo. Todos están muy optimistas”, señaló, en lo que supuso su primera aparición pública desde que se hizo pública su enfermedad a mediados de mayo.El exmandatario explicó que su tratamiento consiste en “tomar una pastilla específica durante las próximas seis semanas y luego otra”, agregando que el cáncer no ha afectado órganos vitales ni huesos, lo que favorece su recuperación. “La expectativa es que podremos superar esto”, afirmó, en declaraciones recogidas por el diario The Washington Post.El diagnóstico fue anunciado oficialmente el pasado 18 de mayo, cuando se informó que Biden padecía un cáncer de próstata en estado agresivo, con metástasis en los huesos. Según su oficina, la detección ocurrió tras un aumento en los síntomas urinarios que motivó nuevos exámenes médicos.El actual presidente estadounidense, Donald Trump, emitió inicialmente un mensaje deseando a Biden una “pronta y exitosa recuperación”, aunque luego cuestionó la demora en la comunicación pública del diagnóstico y pidió explicaciones al respecto.El cáncer de próstata es uno de los tipos de cáncer más comunes entre hombres mayores y su pronóstico depende en gran medida de la etapa en la que se detecta y de la respuesta al tratamiento.",2025-05-31T11:01:19-05:00,https://gestion.pe/mundo/eeuu/joe-biden-anuncia-que-ya-inicio-tratamiento-contra-el-cancer-de-prostata-noticia/
Tres nuevas aerolíneas internacionales llegarán a Lima a partir de 2026,Economía,Esta expansión internacional responde a la mayor capacidad del nuevo terminal que entrará en funciones este domingo 1 de junio.,"El Aeropuerto Internacional Jorge Chávez se prepara para un salto significativo en su conectividad internacional con la llegada de tres nuevas aerolíneas extranjeras que comenzarán a operar desde Lima a partir del 2026. Entre estas compañías se encuentran una línea aérea europea y otra del Medio Oriente, que han manifestado interés en conectar Perú con nuevos destinos estratégicos.Así lo confirmó el gerente general de Lima Airport Partners (LAP), Juan José Salmón, quien explicó que estas nuevas aerolíneas están a la espera de la asignación de slots y de la entrega de sus aeronaves para iniciar operaciones.Esta expansión internacional responde a la mayor capacidad del nuevo terminal que entrará en funciones este domingo 1 de junio y que permitirá atender un creciente flujo de pasajeros.“El Jorge Chávez tendrá una mayor capacidad y está listo para recibir más vuelos internacionales, diversificando las opciones para el viajero peruano y fortaleciendo la posición de Lima como hub regional”, señaló Salmón a RPP.Con la entrada en operación del nuevo terminal, que funcionará 24/7, se proyecta cerrar el 2025 con un tráfico superior a 26 millones de pasajeros, impulsado no solo por estas nuevas aerolíneas, sino también por un aumento general en la demanda.Además, el terminal moderno incorpora tecnologías para agilizar el proceso de check-in y migraciones, y amplía las facilidades para las aerolíneas y los pasajeros, con más counters y kioscos de autoservicio.La llegada de nuevas aerolíneas traerá consigo un mayor movimiento económico, generando más de 120,000 empleos directos e indirectos en la comunidad aeroportuaria, según LAP.También se confirmó que los recursos recaudados por la concesión del aeropuerto -más de US$ 3,200 millones hasta la fecha- serán invertidos en la modernización de aeropuertos regionales, fortaleciendo la conectividad interna para facilitar vuelos directos que no tengan que pasar por Lima.“Queremos que el sistema aeroportuario peruano crezca de manera orgánica y competitiva, promoviendo rutas interregionales que respondan a la demanda creciente”, afirmó Salmón.",2025-05-31T10:38:22-05:00,https://gestion.pe/economia/tres-nuevas-aerolineas-internacionales-llegaran-a-lima-a-partir-de-2026-noticia/
Sigue estos consejos para evitar las alertas de lavado de dinero si haces retiros grandes ,,"Con el fin de evitar bajo el foco de la Unidad de Ejecución de Delitos Financieros (FinCen), del Departamento del Tesoro, que activa alertas de lavado de dinero, sigue las siguientes recomendaciones.","Si vas a sacar grandes sumas de dinero como US$10,000, ya sea por una emergencia o simplemente porque así lo deseas, puedes tener un percance, ya que activarías la alerta de lavado de dinero, por lo que recibirías notificaciones del Departamento del Tesoro de los Estados Unidos. Tranquilo, esto no quiere decir que seas responsable de un delito, sino que se hace como una medida de precaución para monitorear ese movimiento y detectar algún patrón sospechoso de retiros; así que se trata de un trabajo de rutina en el que muchas veces se determina que las operaciones son legales. Sin embargo, si quieres evitar activar ese protocolo especial, te damos algunos consejos.Cabe precisar que si bien la alerta se activa con sumas de US$10,000 o más, hay montos inferiores que también podrían dar a entender que se estaría realizando un retiro sospechoso. Para evitar contratiempos con tus retiros grandes del banco, debes seguir estos consejos que proporcionaron expertos en finanzas y el PNC Bank, según publica La Opinión.Si tienes pensado retirar una elevada suma de dinero de tu entidad bancaria, PNC Bank recomienda comunicarte con tu banco al menos 24 o 48 horas antes con el fin de que la sucursal elegida disponga el monto y active medidas de seguridad de ser necesario.Si bien, para sacar dinero del banco requieres llevar tu documento de identidad vigente, al ser una suma elevada como US$10,000 podrías presentar una segunda identificación oficial como tu tarjeta de Seguro Social con el fin de acelerar el proceso.Aunque los cajeros automáticos están al alcance de todos, al ser un monto elevado se recomienda ir a una de las sucursales de tu entidad bancaria; toda vez que en los cajeros se limita el monto que debes sacar, además en un banco puedes pedir qué tipos de billetes requieres como que el pago sea con billetes de US$100.Debido a que cada cuenta tiene un límite de retiro diario, el cual varía según el historial crediticio, ¿qué pasa si la cantidad que vas a sacar es superior? Simplemente debes pedir con anticipación a tu banco un aumento temporal. Ellos lo revisarán con el departamento de riesgos.Como la inseguridad ciudadana cada vez está peor, cuando vayas a retirar una suma elevada del banco, pide a un conocido de confianza que te acompañe, incluso el propio banco puede proporcionarte acompañamiento policial.",2025-05-31T20:54:35-05:00,https://gestion.pe/mix/respuestas/sigue-estos-consejos-para-evitar-las-alertas-de-lavado-de-dinero-si-haces-retiros-grandes-nnda-nnlt-noticia/
Jubilación: ¿se puede seguir trabajando en planilla luego de los 65 años? Esto dice la ley,Economía,La normativa peruana contempla supuestos específicos en los que la jubilación permite extinguir el vínculo laboral. ¿Cuáles son estos?,"En un contexto donde cada vez más personas optan por seguir activas laboralmente después de obtener una pensión, surgen dudas sobre los límites entre la jubilación y la relación de trabajo. Así, ¿el hecho de empezar a cobrar una pensión —sea por edad, por riesgo laboral o por retiro anticipado del fondo de AFP— significa que el trabajador ya no puede seguir trabajando? ¿Puede una empresa dar por terminado el contrato alegando que el trabajador ya está jubilado?Aunque la ley contempla supuestos específicos en los que la jubilación permite extinguir el vínculo laboral, especialistas advierten que hay una tendencia a sobregeneralizar ese criterio. Como se sabe, la edad para jubilarse, tanto hombres y mujeres, son los 65 añosEn algunos casos, se ha citado una sentencia de la Corte Suprema relacionada con un trabajador del sector minero que accedió a una pensión anticipada, como referencia para sustentar el fin del vínculo laboral en situaciones similares. Sin embargo, especialistas advierten que se trató de un caso con particularidades específicas y que no debe interpretarse como una regla general aplicable a todo trabajador que perciba una pensión.Para los abogados consultados, no hay duda: jubilarse no impide seguir trabajando. César Puntriano, socio del Estudio Muñiz, precisa que el marco legal peruano no prohíbe que una persona jubilada continúe trabajando, ya sea en la misma empresa o en una distinta. Incluso, puede figurar en planilla.En el Sistema Privado de Pensiones (AFP), por ejemplo, el trabajador jubilado puede solicitar que se suspendan sus aportes sin perder su condición de trabajador. En el Sistema Nacional de Pensiones (ONP), antiguas restricciones que limitaban la combinación de pensión y remuneración ya fueron eliminadas. “No existe incompatibilidad”, afirma Puntriano.Brian Ávalos, socio del estudio Payet, Rey, Cauvi, Pérez, añade que esta posibilidad responde también a la realidad económica de muchos trabajadores. “Personas que acceden a pensiones reducidas o que tienen expectativa de vida más corta, como ocurre en ciertos sectores de riesgo, pueden optar por seguir trabajando para mantener ingresos suficientes”, señala.Aunque jubilarse no significa automáticamente el fin del vínculo laboral, la normativa peruana sí contempla ciertos supuestos en los que la relación puede extinguirse válidamente por esa razón. Según explican los especialistas, estos casos están claramente delimitados en la ley.El primero ocurre cuando el empleador decide asumir el pago de una pensión adicional para el trabajador, de modo que este reciba el equivalente al 80% de su última remuneración mensual. Se trata de una pensión complementaria de carácter vitalicio que solo algunas empresas —en la práctica, muy pocas— están dispuestas a asumir.El segundo supuesto se refiere a la jubilación automática, prevista a partir de los 70 años de edad. A menos que exista un acuerdo expreso entre las partes para continuar con la relación laboral, el empleador puede cesar al trabajador llegado ese momento sin que se considere despido arbitrario.Finalmente, existe un tercer escenario más excepcional: cuando el trabajador accede a una jubilación anticipada bajo un régimen especial, como ocurre en actividades consideradas de alto riesgo. En este tipo de casos, como el ejemplo citado por la Corte Suprema, se ha validado el cese por considerarse que se configura una causa legal de extinción del vínculo.Fuera de estos tres contextos, cesar a un trabajador solo por el hecho de que ya recibe una pensión podría ser considerado injustificado. Por ello, los especialistas recomiendan evaluar cada caso con cautela y no asumir que la jubilación, por sí sola, habilita el término del contrato sin consecuencias legales.Ávalos advierte que algunas empresas podrían asumir —erróneamente— que el solo hecho de que un trabajador acceda a una pensión les permite cesarlo sin indemnización. “Eso puede llevar a decisiones equivocadas que vulneran el derecho al trabajo”, señala. Además, recuerda que la jubilación obligatoria está prevista recién a los 70 años, no antes.Puntriano complementa que ha visto casos en los que el trabajador jubilado es retirado de planilla y recontratado por locación de servicios, por una percepción errónea de que ya no puede ser considerado trabajador formal. “Eso es ilegal. El hecho de que reciba pensión no cambia la naturaleza del vínculo laboral”, afirma.Una de las dudas más recientes es si el retiro del 95.5% del fondo AFP —posible desde los 65 años— puede considerarse una forma de jubilación que justifique el fin del vínculo laboral. Los abogados coinciden en que la ley no lo contempla expresamente y, por tanto, no puede usarse como causal válida de cese.“Ese es un supuesto que no está regulado. Si el legislador quiere que el retiro del 95.5% tenga efectos laborales, debe decirlo de forma expresa. No puede deducirse por analogía”, advierte Puntriano.Ambos especialistas señalan que la legislación actual deja espacio para interpretaciones distintas, lo que puede generar confusión entre empleadores y trabajadores. Ávalos considera que se necesita una mayor precisión legal para evitar que decisiones judiciales puntuales sean usadas como norma general.Puntriano, por su parte, sostiene que mientras no haya una reforma normativa, “lo prudente es entender que la jubilación, por sí sola, no justifica el cese del vínculo laboral, salvo en los supuestos expresamente previstos en la ley”.",2025-05-31T10:55:12-05:00,https://gestion.pe/economia/empleo-y-pension-se-puede-seguir-trabajando-en-planilla-luego-de-los-65-anos-jubilacion-anticipada-pensionista-noticia/
"Sueldo en Perú en aumento, aunque se dinamiza en cierto seniority: ¿de cuál se trata?",Management & Empleo,"Un reporte de Bumeran destacó que, de los cuatro primeros meses del año, precisamente la mayor variación en el sueldo solicitado se dio en el cuarto mes del año. Los detalles aquí.","En abril, el sueldo requerido en el Perú se ubicó en S/ 3,220, registrando un crecimiento de 1.38% respecto al mes previo, reveló el último Index del Mercado Laboral de Bumeran, compartido con Gestión. Sin embargo, en lo que va del 2025, anotó una disminución de 1.09%. Comparado frente a los últimos 12 meses se registra una expansión de 6.72%.“En el último Index del Mercado Laboral registramos que, durante el primer cuatrimestre del 2025, el salario promedio pretendido por los talentos disminuyó 1.09%, mientras que la inflación acumulada fue 1.23%, generando una diferencia de 2.3 puntos porcentuales. Esta disminución está 0.22 puntos porcentuales por debajo del mismo periodo en 2024. Sin embargo, en términos interanuales, entre abril de 2024 y abril de 2025, el salario requerido aumentó 6.72%. Estos datos reflejan una clara adaptación de las expectativas salariales al contexto económico actual”, precisó Diego Tala Tala, Director Comercial de Bumeran Perú. El reporte de Bumeran destacó que, en los cuatro primeros meses del año, el mayor aumento del sueldo solicitado respecto al mes anterior se registró en abril con un 1.38%, seguido de febrero con un incremento del 0.91%. En contraparte, la mayor caída se observó en enero con un sueldo de S/ 3,145, representando un decrecimiento mensual de 3.40%.El salario promedio más alto se dio en abril con S/ 3,220 y en marzo, alcanzando los S/ 3,176.Paola Herrera, analista senior del Instituto Peruano de Economía (IPE), apuntó que esta tendencia de crecimiento responde a que el mercado laboral ha estado bastante más dinámico. “Sí va acorde a estas expectativas salariales que se han incrementado”, indicó.Señaló que, en el primer trimestre de este año, el empleo formal privado creció cerca de 8%. Pronosticó que, para abril, probablemente se tenga una cifra similar. “Por encima del 4% o 5%. No solamente está respondiendo a temas coyunturales, sino en general a un mayor dinamismo de la economía, sobre todo de los sectores de consumo”, subrayó.Más en detalle, recordó que, en el caso del empleo adecuado en Lima Metropolitana, el indicador viene creciendo a doble dígito por, al menos, seis meses. Esto naturalmente se refleja en el crecimiento de los ingresos.“Tiene sentido que, dado este entorno de mayor dinamismo y que hemos visto cifras positivas en general de la actividad económica, tanto en el lado de los trabajadores como de las empresas haya, probablemente, un mayor piso salarial para ofrecer estos nuevos puestos”, refirió.Dividido por jerarquías, en el cuarto mes del año, el salario promedio de las posiciones de supervisor y jefe fue de S/4,833, con un aumento del 4.39% respecto al mes anterior. En tanto, en las categorías semi senior y senior fue de S/ 3,323, con un incremento del 0.61%; y en los niveles junior fue de S/ 2,193 por mes, con una expansión de 2,07%. Una tendencia que destaca entre estos tres grupos es de los que más remuneración perciben (supervisor y jefe). En enero, su sueldo pretendido fue S/ 4,335, con lo que, a abril, se registró un incremento de 11.48%.Esto no ocurre en las dos categorías de salarios inferiores, donde la tendencia es a la baja. En el caso de semi senior y senior, en el primer mes del año, el salario fue de S/ 3,336, marcando una contracción de 0.39%, mientras que, en los junior, se ubicó en S/ 2,041, orientándose también a una caída de 6.93%.Al respecto, Herrera, del IPE, recordó que, durante el período de caída de expectativas salariales, acontecida entre el 2023 hasta mediados fines del 2024, la mayor afectación impactó en puestos de jefe supervisor, donde justamente se tienen los salarios más elevados y suelen ser un poco más propensos a ajustarse en caso de “baches” en la actividad económica de las empresas. “Justamente, cuando hablamos de empleo adecuado, formal o de calidad, y vemos que incrementa en mayor ritmo y junto a los salarios, tiene sentido de que vaya acorde con puestos más altos, de mayor seniority”, mencionó.Herrera precisó que, de hecho, lo que se ve en el mercado laboral, actualmente, es un mayor crecimiento del empleo de calidad en las empresas más grandes. “Ahí hay un poco más de presencia de ese tipo de puestos con más seniority. Entonces, podría deberse [este mayor incremento] a una recuperación frente a la tendencia negativa que se mostró hasta el año pasado”, complementó.Por el lado de categorías menores al seniority, la economista apuntó que la evolución, en los últimos años, mostró casi ninguna variación. “Más bien, la caída de los últimos años, se había dado en el segmento de más seniority. Entonces, son los que ahora estarían facilitando el mayor dinamismo económico del mercado laboral, pues se estarían dando mayores ingresos para este grupo”, subrayó.En el transcurso del 2025, las remuneraciones requeridas más altas se registraron durante marzo y abril en Ingeniería de Producto con S/ 10,000 para las posiciones de supervisor y jefe. Durante enero, febrero y abril, en Diseño, Exploración Minera y Petroquímica y Testing/QA/QC, respectivamente, con S/ 6,000 para los niveles semi senior y senior. Mientras que, en febrero, en Auditoría Médica con S/ 5,500 para el segmento junior. El reporte de Bumeran también abordó la brecha de género del salario requerido, que disminuyó 2.65 puntos porcentuales respecto a abril de 2024, pasando de 9.35% en abril del año pasado a 6,70% en abril de 2025. Lo que se observa es un descenso sostenido de la brecha en este primer cuatrimestre: fue de 9.86% en enero; 8.86% en febrero y 7.79% en marzo. Así, en abril, el salario requerido promedio por los hombres fue de S/ 3,301, mientras que el solicitado por las mujeres, de S/ 3,093. Esto significa que las mujeres requirieron S/ 208 menos. En comparación con el mes anterior, el sueldo promedio pretendido por los hombres aumentó un 0.75%, mientras que el de las mujeres subió 1.78%. En los primeros días de mayo, Bumeran llevó a cabo la feria Expo Bumeran Online 2025. Destacó que, en los cuatro primeros días, más de 100 mil personas ingresaron a la plataforma para postularse, más de 6 mil han creado su CV por primera vez y más de 25 mil lo actualizaron. En cuanto a postulaciones, se registraron más de 400 mil, ya que cada persona aprovechó de aplicar a varias vacantes compatibles con su perfil, teniendo un 30% más de participación que en 2024.",2025-05-31T10:57:05-05:00,https://gestion.pe/economia/management-empleo/sueldo-pretendido-en-peru-crece-en-abril-pero-se-abre-brecha-por-seniority-cual-se-dispara-noticia/
Política de visados en EE. UU.: se confirmaron cambios alarmantes que afectan a miles de inmigrantes,,"En un giro alarmante de las políticas migratorias, el gobierno de Trump ha ordenado la suspensión de entrevistas de visa para algunos ciudadanos internacionales, generando una creciente tensión en el ámbito académico y diplomático.","La administración de Donald Trump ha revelado recientemente una serie de cambios importantes, entre los cuales sobresale una nueva política de restricción de visas. Esta medida podría tener graves repercusiones para miles de inmigrantes, incluyéndote a ti. Por ello, es vital que estés atento si planeas estudiar o vivir en Estados Unidos, si ya te encuentras en dicho país, o si alguien cercano a ti se halla en estas circunstancias.Lo más llamativo (y preocupante, en realidad) es que este cambio llega justo después de que se filtrara que ya se había pausado discretamente el proceso de entrevistas para estudiantes internacionales. Pero ahora, el anuncio es oficial, directo, y viene de parte del actual Secretario de Estado, Marco Rubio, quien ha sido muy claro al respecto: se va a endurecer el sistema de visas, con un enfoque específico hacia ciertos grupos.Básicamente, el gobierno de Estados Unidos ordenó a todas las embajadas y secciones consulares de Estados Unidos pausar la programación de nuevas entrevistas de visa. Esto significa que si estabas esperando una cita para estudiar en EE. UU., probablemente tendrás que aguardar más... o, en el peor de los casos, prepararte para recibir una negativa.Según se explicó, esta pausa es temporal —al menos por ahora—, hasta que se emitan nuevas directrices que incluirían una revisión más minuciosa, incluso de las redes sociales de los solicitantes. No es una medida menor, porque podría cambiar la manera en la que se aprueban miles de visas en todo el mundo. Pues, como dicen, las plataformas sociales pueden evidenciar cómo somos, nuestros gustos y más.Cando un país empieza a aplicar restricciones basadas en nacionalidad, la cosa se pone seria. Y eso es exactamente lo que está ocurriendo. Rubio fue directo en su comunicado: el Departamento de Estado va a colaborar con el Departamento de Seguridad Nacional para revocar activamente las visas de estudiantes chinos, especialmente aquellos con supuestos vínculos con el Partido Comunista Chino.Lo grave no es solo la revocación de visas existentes, sino que también se revisarán los criterios de visado para todos los ciudadanos de China y Hong Kong, endureciendo el escrutinio en nuevas solicitudes. Esto ya está generando mucha preocupación en el ámbito académico y diplomático, especialmente porque podría escalar a un conflicto más amplio con el gobierno chino.Otra señal clara de hacia dónde se dirige esta política es que, días antes del anuncio oficial, la Secretaria de Seguridad Nacional, Kristi Noem, ordenó prohibir el ingreso de nuevos estudiantes internacionales a la Universidad de Harvard. Así, sin medias tintas.Esto ha generado un debate enorme en círculos universitarios, porque Harvard es una institución con una fuerte presencia internacional, y miles de estudiantes extranjeros aplican allí cada año. La medida es vista como un golpe directo a la colaboración académica entre Estados Unidos y otros países, particularmente China.Y por si fuera poco, Rubio también anunció una nueva política que afectará a ciudadanos extranjeros que, según sus palabras, censuren la libertad de expresión en EE. UU.. Esto incluye a funcionarios que hayan intentado imponer restricciones o presionar a plataformas tecnológicas como Meta, X (Twitter) o YouTube, con el objetivo de eliminar contenido crítico.Esto suena muy abstracto, pero en la práctica significa que se negarán visas o incluso se revocarán a personas involucradas en este tipo de actos de censura. Ya se citan casos donde gobiernos extranjeros han intentado sancionar o silenciar a ciudadanos estadounidenses por publicaciones hechas dentro de Estados Unidos. Según el Secretario, esto no será tolerado.Para que quede claro, estas son algunas de las personas que podrían verse afectadas con esta nueva política de restricción de visas en Estados Unidos:",2025-05-31T11:51:06-05:00,https://gestion.pe/mix/respuestas/politica-de-visados-en-estados-unidos-se-confirmaron-cambios-alarmantes-que-afectan-a-miles-de-inmigrantes-nnda-nnlt-noticia/
Nuevo Jorge Chávez: todo lo que debe saber sobre el inicio oficial de operaciones,Perú,"Según lo informado por Lima Airport Partners (LAP), el antiguo Jorge Chávez cerrará sus puertas hoy sábado 31 de mayo.","Este domingo 1 de junio comenzará a operar oficialmente el nuevo Aeropuerto Internacional Jorge Chávez, marcando el cierre definitivo del antiguo terminal aéreo ubicado en la avenida Elmer Faucett. La transición forma parte del plan de modernización de la principal infraestructura aeroportuaria del país.Según lo informado por Lima Airport Partners (LAP), el antiguo Jorge Chávez cerrará sus puertas hoy sábado 31 de mayo a las 11:59 p.m., mientras que las operaciones en el nuevo terminal, situado en la avenida Morales Duárez (Callao), se iniciarán a partir de la 1:00 p.m. del domingo, tras una pausa técnica de 12 horas para trasladar equipos, aeronaves y personal.El primer vuelo comercial desde el nuevo terminal será hacia Atlanta (EE.UU.) a cargo de Latam Airlines Perú, con una capacidad de 233 pasajeros. Ese mismo día llegarán vuelos desde Madrid (Iberia), São Paulo (Sky Perú) y Santiago de Chile (Sky Chile).La infraestructura del nuevo aeropuerto cuenta con 46 mangas de embarque directo, 27 fajas de equipaje, tomógrafos 3D y una plataforma 100 % remota. Tendrá capacidad para atender hasta 30 millones de pasajeros en su primer año y proyecta alcanzar los 40 millones al 2026, según el Ministerio de Transportes y Comunicaciones (MTC).El ingreso será exclusivamente vehicular por la avenida Morales Duárez. No se permitirá el acceso peatonal debido a la distancia entre la vía pública y el ingreso al terminal (aproximadamente 3 km). La vía cuenta con cuatro carriles en ambos sentidos y se conecta con las avenidas Faucett, Colonial, Argentina y Venezuela.Asimismo, los vehículos solo podrán permanecer hasta 10 minutos en la zona de desembarque. Exceder ese tiempo generará una multa de S/ 40, como parte de una política para evitar congestión.El único servicio público autorizado para ingresar al nuevo Jorge Chávez es AeroDirecto. Este sistema de buses conectará el aeropuerto con distintos puntos de Lima y Callao en cinco rutas: Norte (Los Olivos), Centro (Plaza San Martín), Sur (Galerías Brasil), Quilca (Callao) y Ventanilla.El domingo 1 de junio operará con cerca de 50 buses, en horario extendido desde las 7:00 a.m. hasta las 11:00 p.m. Desde el lunes 2 de junio, funcionará de 5:00 a.m. a 11:00 p.m., salvo la ruta Quilca, que estará activa las 24 horas.Con una inversión superior a los US$ 2,000 millones, el nuevo Jorge Chávez se posiciona como uno de los cinco aeropuertos con mayor capacidad en Sudamérica. La obra fue presentada en una ceremonia encabezada por la presidenta Dina Boluarte, junto con autoridades del MTC y representantes del sector aeronáutico.Este megaproyecto refuerza el compromiso del Estado con la modernización de la infraestructura del país, fomentando la competitividad regional, el empleo y el desarrollo del turismo.",2025-05-31T13:07:34-05:00,https://gestion.pe/peru/nuevo-jorge-chavez-todo-lo-que-debe-saber-sobre-el-inicio-de-operaciones-desde-este-domingo-noticia/
"Trump sobre las limitaciones a los visados: “Queremos a estudiantes, no a alborotadores”",EEUU,La Administración republicana ha suspendido temporalmente la emisión de visados de estudiante mientras se prepara para implementar una nueva política.,"El presidente estadounidense, Donald Trump, se pronunció este viernes sobre la decisión de vetar la matriculación de alumnos extranjeros de la Universidad de Harvard y la pausa temporal a la emisión de visados de estudiante señalando que el país quiere a “los mejores estudiantes, no a alborotadores”.“Queremos tener excelentes estudiantes aquí. Simplemente no queremos estudiantes que causen problemas”, dijo en una rueda de prensa en la Casa Blanca en la despedida oficial de Elon Musk en el rol que ha desempeñado hasta ahora al frente del Departamento de Eficiencia Gubernamental (DOGE).La Administración republicana ha suspendido temporalmente la emisión de visados de estudiante mientras se prepara para implementar una nueva política que contempla una mayor revisión de las redes sociales de los solicitantes, según informó esta semana el portal Politico.A su vez, el secretario de Estado, Marco Rubio, anunció el miércoles que el Ejecutivo comenzará a revocar los “visados de estudiantes chinos, incluyendo aquellos con conexiones con el Partido Comunista Chino o estudiando en campos clave”.En el punto de lanza de la ofensiva del Gobierno contra las instituciones culturales y de enseñanza está la Universidad de Harvard.La Administración ha congelado subvenciones contra ese prestigioso centro y ha presentado sus acciones contra él como una lucha por los derechos civiles, ya que ha acusado al plantel de tener un sesgo progresista, de seguir aplicando consideraciones raciales en sus políticas de admisión y de tolerar comportamientos antisemitas en el campus.“No creo que Harvard se haya portado muy bien”, resumió Trump, cuya orden para revocar la capacidad de esa institución para matricular a estudiantes internacionales, no obstante, ha sido temporalmente bloqueada por una jueza federal.",2025-05-31T14:25:53-05:00,https://gestion.pe/mundo/eeuu/donald-trump-sobre-las-limitaciones-a-los-visados-queremos-a-estudiantes-no-a-alborotadores-noticia/
Aprueban nueva política nacional del consumidor al 2030: ¿en qué consiste?,Perú,"A diferencia de la primera política, esta nueva versión enfatiza el empoderamiento del consumidor.","El Gobierno aprobó la Política Nacional de Protección y Defensa del Consumidor al 2030, mediante el Decreto Supremo N.º 075-2025-PCM, con el objetivo de mejorar la protección de los derechos de los consumidores y adaptarse a los cambios del entorno de consumo. La norma fue elaborada por la Presidencia del Consejo de Ministros (PCM) y el Consejo Nacional de Protección del Consumidor (CNPC), presidido por el Indecopi.A diferencia de la primera política, vigente desde 2016, esta nueva versión enfatiza el empoderamiento del consumidor, la atención a grupos vulnerables, el impulso del comercio digital y la promoción de un consumo responsable.Entre los objetivos estratégicos destacan: reducir el desconocimiento de derechos, garantizar información accesible para decisiones de consumo, aumentar el cumplimiento de los proveedores, mejorar los mecanismos de solución de conflictos y fortalecer la coordinación entre entidades públicas que integran el Sistema Nacional de Protección del Consumidor.Según cifras oficiales, los conflictos de consumo pasaron de 1.7 millones de reclamos en 2012 a más de 5.2 millones en 2023, lo que evidencia un aumento sostenido de las controversias entre ciudadanos y proveedores.La elaboración del documento contó con asistencia técnica del Centro Nacional de Planeamiento Estratégico (Ceplan), y participan 11 entidades públicas responsables de implementar los servicios necesarios para cumplir las metas al 2030.",2025-05-31T12:19:53-05:00,https://gestion.pe/peru/aprueban-nueva-politica-nacional-del-consumidor-al-2030-en-que-consiste-noticia/
"Autorizan ingreso de 150,000 plantas de arándano desde Chile",Economía,"El Midagri permitirá el ingreso del material vegetal a través de Tacna, en nueve envíos a realizarse durante junio.","El Ministerio de Desarrollo Agrario y Riego (Midagri), a través del Servicio Nacional de Sanidad Agraria (Senasa), autorizó el ingreso al Perú de 150 mil plantas de arándano (Vaccinium corymbosum) provenientes de la República de Chile. Así lo establece la Resolución Directoral N.º D000024-2025-Midagri-Senasa-DSV, publicada este 31 de mayo.El material vegetal ingresará por el Complejo Fronterizo Santa Rosa, en el departamento de Tacna, bajo la responsabilidad de la empresa Agroextiende Perú (RUC 20610237780). Los envíos se realizarán en nueve lotes a lo largo del mes de junio del presente año.Las plantas deberán cumplir una serie de medidas fitosanitarias obligatorias para su ingreso, entre ellas: mantener el embalaje original certificado por el Servicio Agrícola y Ganadero (SAG) de Chile sin señales de manipulación; ser transportadas en vehículos limpios, cerrados, refrigerados y precintados; y facilitar la inspección en el punto de ingreso.Una vez ingresadas al país, las plantas serán trasladadas directamente al lugar de producción autorizado denominado “azul”, ubicado en el distrito y provincia de Sechura, departamento de Piura. Allí pasarán por una cuarentena posentrada, bajo supervisión de inspectores del Senasa, quienes verificarán el cumplimiento de la normativa fitosanitaria vigente.Según lo establecido, el material importado estará sujeto a las disposiciones del Reglamento de Cuarentena Vegetal (Decreto Supremo N.º 032-2003-AG) y el procedimiento oficial para el control sanitario y fitosanitario de mercancías agrarias. La empresa importadora deberá asumir todos los costos relacionados con los traslados y procedimientos.Finalmente, la autorización no exime a Agroextiende Perú de seguir todos los dictámenes y procesos requeridos por Senasa. La resolución también fue publicada en el portal institucional del organismo el mismo día de su difusión en el diario oficial El Peruano.",2025-05-31T16:24:52-05:00,https://gestion.pe/economia/autorizan-ingreso-de-150-mil-plantas-de-arandano-desde-chile-noticia/
